PeakID (cmd=annotatePeaks.pl results/tmp hg38 -annStats results/merged.p-3.anno.stats -go results/results/merged.p-3.go)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
C16_NA_LUT_Up-682	chr2	83584940	83585333	+	0	NA	Intergenic	Intergenic	62322	NR_146482	101928031		NR_146482	ENSG00000232548	LINC01809	-	long intergenic non-protein coding RNA 1809	ncRNA
C16_Up_LUT_NA-768	chrX	107504891	107505329	+	0	NA	Intergenic	Intergenic	-17340	NM_032428	84443		NM_032428	ENSG00000147234	FRMPD3	-	FERM and PDZ domain containing 3	protein-coding
C16_Up_LUT_NA-200	chr14	96676307	96676782	+	0	NA	Intergenic	MLT1H|LTR|ERVL-MaLR	-64647	NR_146552	105370646		NR_146552	ENSG00000258979	LINC02299	-	long intergenic non-protein coding RNA 2299	ncRNA
C16_NA_LUT_Up-1675	chrX	97482411	97483339	+	0	NA	intron (NM_006729, intron 26 of 26)	intron (NM_006729, intron 26 of 26)	81660	NR_125391	10824		NR_125391	ENSG00000236256	DIAPH2-AS1	EPAG	DIAPH2 antisense RNA 1	ncRNA
C16_NA_LUT_Up-1506	chr8	61982291	61982614	+	0	NA	Intergenic	L1MB7|LINE|L1	92613	NR_149085	111082988		NR_149085	ENSG00000254120	LINC02155	-	long intergenic non-protein coding RNA 2155	ncRNA
C16_Up_LUT_NA-19	chr1	198220614	198220796	+	0	NA	intron (NM_133494, intron 1 of 9)	intron (NM_133494, intron 1 of 9)	63707	NM_133494	140609		NM_133494	ENSG00000151414	NEK7	-	NIMA related kinase 7	protein-coding
C16_NA_LUT_Up-1141	chr5	20368447	20369266	+	0	NA	intron (NM_001349558, intron 1 of 15)	intron (NM_001349558, intron 1 of 15)	63305	NR_146519	102725105		NR_146519	ENSG00000249854	CDH18-AS1	-	CDH18 antisense RNA 1	ncRNA
C16_NA_LUT_Up-1153	chr5	3526406	3527397	+	0	NA	intron (NR_033898, intron 2 of 4)	intron (NR_033898, intron 2 of 4)	9193	NR_033898	285577		NR_033898	ENSG00000248118	LINC01019	-	long intergenic non-protein coding RNA 1019	ncRNA
C16_NA_LUT_Up-1665	chrX	68277737	68278200	+	0	NA	intron (NM_002547, intron 4 of 24)	intron (NM_002547, intron 4 of 24)	155527	NM_002547	4983		NM_002547	ENSG00000079482	OPHN1	ARHGAP41|MRX60|MRXSBL|OPN1	oligophrenin 1	protein-coding
C16_NA_LUT_Up-1192	chr5	78926257	78926487	+	0	NA	intron (NM_000046, intron 4 of 7)	intron (NM_000046, intron 4 of 7)	58938	NM_000046	411		NM_000046	ENSG00000113273	ARSB	ASB|G4S|MPS6	arylsulfatase B	protein-coding
C16_NA_LUT_Up-39	chr1	194024781	194024972	+	0	NA	Intergenic	X9_LINE|LINE|L1	720131	NR_125789	101929184		NR_125789	ENSG00000232077	LINC01031	TCONS_00000361	long intergenic non-protein coding RNA 1031	ncRNA
C16_NA_LUT_Up-1215	chr5	99378611	99379638	+	0	NA	Intergenic	Intergenic	-154866	NR_110562	102724855		NR_110562		LINC02113	CTD-2151A2.1	long intergenic non-protein coding RNA 2113	ncRNA
C16_NA_LUT_Up-1010	chr4	57629978	57630562	+	0	NA	Intergenic	L3|LINE|CR1	204398	NR_125907	101928851		NR_125907	ENSG00000248505	LINC02380	-	long intergenic non-protein coding RNA 2380	ncRNA
C16_NA_LUT_Up-1673	chrX	91122138	91122734	+	0	NA	Intergenic	Intergenic	-312403	NM_080832	140886		NM_080832	ENSG00000174740	PABPC5	PABP5	poly(A) binding protein cytoplasmic 5	protein-coding
C16_Up_LUT_NA-588	chr6	121890395	121890924	+	0	NA	Intergenic	Intergenic	455013	NM_000165	2697		NM_000165	ENSG00000152661	GJA1	AVSD3|CMDR|CX43|EKVP|EKVP3|GJAL|HLHS1|HSS|ODDD|PPKCA	gap junction protein alpha 1	protein-coding
C16_NA_LUT_Up-705	chr20	3451919	3452986	+	0	NA	Intergenic	Intergenic	-18566	NM_001207047	8455		NM_012070	ENSG00000088812	ATRN	DPPT-L|MGCA	attractin	protein-coding
C16_NA_LUT_Up-601	chr2	164425277	164425557	+	0	NA	Intergenic	Intergenic	143078	NM_001303422	2888		NM_004490	ENSG00000115290	GRB14	-	growth factor receptor bound protein 14	protein-coding
C16_Up_LUT_Up-36	chr10	64148634	64149075	+	0	NA	Intergenic	Intergenic	-626964	NM_001322258	221037		NM_004241	ENSG00000171988	JMJD1C	KDM3C|TRIP-8|TRIP8	jumonji domain containing 1C	protein-coding
C16_NA_LUT_Up-1308	chr6	53916860	53917329	+	0	NA	intron (NM_018214, intron 11 of 13)	intron (NM_018214, intron 11 of 13)	-12888	NR_125842	101927189		NR_125842	ENSG00000146147	LOC101927189	-	uncharacterized LOC101927189	ncRNA
C16_NA_LUT_Up-1513	chr8	71732834	71733988	+	0	NA	Intergenic	LTR78B|LTR|ERV1	-109712	NR_033652	100132891		NR_033651	ENSG00000235531	MSC-AS1	MAT1	MSC antisense RNA 1	ncRNA
C16_Up_LUT_NA-293	chr2	158214551	158214859	+	0	NA	intron (NR_038850, intron 4 of 4)	intron (NR_038850, intron 4 of 4)	48055	NR_038850	554201		NR_038850	ENSG00000227480	CCDC148-AS1	-	CCDC148 antisense RNA 1	ncRNA
C16_NA_LUT_Up-1226	chr6	110532532	110532759	+	0	NA	Intergenic	Intergenic	-56032	NM_033125	85413		NM_033125	ENSG00000004809	SLC22A16	CT2|FLIPT2|HEL-S-18|OAT6|OCT6|OKB1|dJ261K5.1	solute carrier family 22 member 16	protein-coding
C16_NA_LUT_Up-1328	chr6	88441475	88441752	+	0	NA	Intergenic	Intergenic	97756	NR_110867	101928936		NR_110867		LOC101928936	-	uncharacterized LOC101928936	ncRNA
C16_Up_LUT_Up-78	chr13	39768000	39768439	+	0	NA	intron (NM_001145079, intron 18 of 18)	intron (NM_001145079, intron 18 of 18)	-104084	NR_036190	100422940		NR_036190	ENSG00000264171	MIR4305	-	microRNA 4305	ncRNA
C16_Up_LUT_NA-281	chr2	122960906	122961307	+	0	NA	Intergenic	Intergenic	112375	NR_147208	107985818		NR_147208	ENSG00000232740	LINC01826	lnc-MKI67IP-3	long intergenic non-protein coding RNA 1826	ncRNA
C16_NA_LUT_Up-1206	chr5	92880140	92880417	+	0	NA	Intergenic	Intergenic	691065	NR_109825	441094		NR_015369	ENSG00000237187	NR2F1-AS1	-	NR2F1 antisense RNA 1	ncRNA
C16_NA_LUT_Up-377	chr14	49047060	49047920	+	0	NA	Intergenic	LTR33|LTR|ERVL	538890	NM_001030001	6235		NM_001032	ENSG00000213741	RPS29	DBA13|S29|uS14	ribosomal protein S29	protein-coding
C16_Up_LUT_NA-594	chr6	139587730	139588881	+	0	NA	Intergenic	Intergenic	-113709	NR_033919	645434		NR_033919	ENSG00000238099	LINC01625	-	long intergenic non-protein coding RNA 1625	ncRNA
C16_Up_LUT_NA-103	chr11	35058110	35058743	+	0	NA	Intergenic	LTR16D2|LTR|ERVL	79606	NR_120528	100507144		NR_120528	ENSG00000255521	CD44-DT	-	CD44 divergent transcript	ncRNA
C16_NA_LUT_Up-136	chr10	43895842	43896518	+	0	NA	TTS (NR_038268)	TTS (NR_038268)	-13116	NR_136147	283033		NR_033846		LINC00841	-	long intergenic non-protein coding RNA 841	ncRNA
C16_NA_LUT_Up-576	chr2	118255778	118256514	+	0	NA	Intergenic	Intergenic	-69760	NR_144530	100506797		NR_144530	ENSG00000226856	THORLNC	THOR	testis associated oncogenic lncRNA	ncRNA
C16_NA_LUT_Up-303	chr13	36944958	36945299	+	0	NA	Intergenic	Tigger2|DNA|TcMar-Tigger	-24890	NM_001127217	4093		NM_005905	ENSG00000120693	SMAD9	MADH6|MADH9|PPH2|SMAD8|SMAD8/9|SMAD8A|SMAD8B	SMAD family member 9	protein-coding
C16_Up_LUT_NA-336	chr2	73494025	73494304	+	0	NA	intron (NM_015120, intron 10 of 22)	MLT1F2|LTR|ERVL-MaLR	37061	NR_046762	100874291		NR_046762	ENSG00000230002	ALMS1-IT1	-	ALMS1 intronic transcript 1	ncRNA
C16_NA_LUT_Up-1152	chr5	34372896	34373177	+	0	NA	Intergenic	Intergenic	-128312	NR_146599	114899		NM_030945	ENSG00000082196	C1QTNF3	C1ATNF3|CORCS|CORS|CORS-26|CORS26|CTRP3	C1q and TNF related 3	protein-coding
C16_Up_LUT_NA-537	chr5	146745860	146746490	+	0	NA	intron (NM_001271899, intron 2 of 9)	intron (NM_001271899, intron 2 of 9)	132582	NR_073526	5521		NM_181674	ENSG00000156475	PPP2R2B	B55BETA|PP2AB55BETA|PP2ABBETA|PP2APR55B|PP2APR55BETA|PR2AB55BETA|PR2ABBETA|PR2APR55BETA|PR52B|PR55-BETA|PR55BETA|SCA12	protein phosphatase 2 regulatory subunit Bbeta	protein-coding
C16_NA_LUT_Up-1193	chr5	7930061	7930269	+	0	NA	Intergenic	Intergenic	61017	NR_157170	4552		NM_002454	ENSG00000124275	MTRR	MSR|cblE	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	protein-coding
C16_Up_LUT_NA-177	chr13	91217149	91217851	+	0	NA	Intergenic	Intergenic	-5802	NR_047004	100874150		NR_047004		LINC00379	-	long intergenic non-protein coding RNA 379	ncRNA
C16_NA_LUT_Up-1672	chrX	84318656	84319089	+	0	NA	3' UTR (NM_001177479, exon 11 of 11)	3' UTR (NM_001177479, exon 11 of 11)	-93044	NR_031690	100302191		NR_031690	ENSG00000221494	MIR548I4	MIR548I-4|MIRN548I4|hsa-mir-548i-4	microRNA 548i-4	ncRNA
C16_NA_LUT_Up-428	chr15	53625300	53626079	+	0	NA	intron (NR_102334, intron 14 of 19)	intron (NR_102334, intron 14 of 19)	-84586	NR_102335	256764		NM_182758	ENSG00000166415	WDR72	AI2A3	WD repeat domain 72	protein-coding
C16_NA_LUT_Up-709	chr20	47508333	47509208	+	0	NA	intron (NM_181659, intron 1 of 22)	intron (NM_181659, intron 1 of 22)	6883	NM_001174087	8202		NM_006534	ENSG00000124151	NCOA3	ACTR|AIB-1|AIB1|CAGH16|CTG26|KAT13B|RAC3|SRC-3|SRC3|TNRC14|TNRC16|TRAM-1|bHLHe42|pCIP	nuclear receptor coactivator 3	protein-coding
C16_NA_LUT_Up-1512	chr8	71726921	71728019	+	0	NA	Intergenic	(A)n|Simple_repeat|Simple_repeat	-115653	NR_033652	100132891		NR_033651	ENSG00000235531	MSC-AS1	MAT1	MSC antisense RNA 1	ncRNA
C16_NA_LUT_Up-1017	chr4	62545676	62545993	+	0	NA	Intergenic	Intergenic	-384069	NR_110595	101927186		NR_110595		ADGRL3-AS1	LPHN3-AS1	ADGRL3 antisense RNA 1	ncRNA
C16_Up_LUT_NA-20	chr1	198530890	198531381	+	0	NA	intron (NM_133262, intron 2 of 3)	intron (NM_133262, intron 2 of 3)	9545	NM_001376861	127124		NM_133262	ENSG00000151418	ATP6V1G3	ATP6G3|Vma10	ATPase H+ transporting V1 subunit G3	protein-coding
C16_NA_LUT_Up-590	chr2	146979118	146979434	+	0	NA	Intergenic	Intergenic	392219	NR_026904	728773		NR_026904		PABPC1P2	PABP2|PABP4|PABPCP2|PABPCP4	poly(A) binding protein cytoplasmic 1 pseudogene 2	pseudo
C16_NA_LUT_Up-592	chr2	147756049	147756862	+	0	NA	Intergenic	Intergenic	-88062	NM_001278580	92		NM_001616	ENSG00000121989	ACVR2A	ACTRII|ACVR2	activin A receptor type 2A	protein-coding
C16_NA_LUT_Up-68	chr1	237518458	237519663	+	0	NA	intron (NM_001035, intron 24 of 104)	L1PB4|LINE|L1	47941	NR_039626	100616141		NR_039626	ENSG00000266262	MIR4428	-	microRNA 4428	ncRNA
C16_NA_LUT_Up-1311	chr6	54646509	54647162	+	0	NA	Intergenic	Intergenic	-199936	NM_001010872	222584		NM_001010872	ENSG00000168143	FAM83B	C6orf143	family with sequence similarity 83 member B	protein-coding
C16_NA_LUT_Up-392	chr14	63905581	63906160	+	0	NA	intron (NM_015180, intron 1 of 114)	L1PA16|LINE|L1	52866	NM_182914	23224		NM_015180	ENSG00000054654	SYNE2	EDMD5|KASH2|NUA|NUANCE|Nesp2|Nesprin-2|SYNE-2|TROPH	spectrin repeat containing nuclear envelope protein 2	protein-coding
C16_NA_LUT_Up-2	chr1	101179222	101179483	+	0	NA	Intergenic	Intergenic	57176	NR_104626	101928370		NR_104626		S1PR1-DT	LISPR1	S1PR1 divergent transcript	ncRNA
C16_NA_LUT_Up-1418	chr7	7795305	7796177	+	0	NA	intron (NM_001302350, intron 3 of 4)	MER41B|LTR|ERV1	-77134	NM_002947	6119		NM_002947	ENSG00000106399	RPA3	REPA3|RP-A p14	replication protein A3	protein-coding
C16_Up_LUT_NA-192	chr14	56885906	56888196	+	0	NA	intron (NR_146411, intron 2 of 2)	intron (NR_146411, intron 2 of 2)	73893	NR_029385	100309464		NR_029385	ENSG00000248550	OTX2-AS1	OTX2OS1	OTX2 antisense RNA 1 (head to head)	ncRNA
C16_NA_LUT_Up-390	chr14	60067987	60068212	+	0	NA	Intergenic	Intergenic	-23812	NM_022495	64430		NM_022495	ENSG00000126773	PCNX4	C14orf135|FBP2|PCNXL4	pecanex 4	protein-coding
C16_NA_LUT_Down-8	chr11	120236544	120237221	+	0	NA	intron (NM_001244682, intron 1 of 12)	intron (NM_001244682, intron 1 of 12)	244	NM_001244682	25833		NM_014352	ENSG00000137709	POU2F3	Epoc-1|OCT-11|OCT11|OTF-11|PLA-1|PLA1|Skn-1a	POU class 2 homeobox 3	protein-coding
C16_Up_LUT_NA-698	chr8	50126968	50127673	+	0	NA	intron (NR_135798, intron 1 of 15)	intron (NR_135798, intron 1 of 15)	-36811	NM_001321778	54212		NM_018967	ENSG00000147481	SNTG1	G1SYN|SYN4	syntrophin gamma 1	protein-coding
C16_Up_LUT_Up-164	chr2	48692076	48692899	+	0	NA	intron (NM_000233, intron 10 of 10)	intron (NM_000233, intron 10 of 10)	63237	NM_000233	3973		NM_000233	ENSG00000138039	LHCGR	HHG|LCGR|LGR2|LH/CG-R|LH/CGR|LHR|LHRHR|LSH-R|ULG5	luteinizing hormone/choriogonadotropin receptor	protein-coding
C16_Up_LUT_NA-190	chr14	52457644	52458622	+	0	NA	intron (NM_020784, intron 16 of 20)	Charlie29a|DNA|hAT-Charlie	94372	NM_020784	57544		NM_020784	ENSG00000087301	TXNDC16	ERp90|KIAA1344	thioredoxin domain containing 16	protein-coding
C16_NA_LUT_Up-458	chr16	19666406	19666829	+	0	NA	intron (NR_158160, intron 24 of 28)	intron (NR_158160, intron 24 of 28)	-49839	NM_001305122	124152		NM_153208	ENSG00000174628	IQCK	-	IQ motif containing K	protein-coding
C16_NA_LUT_Up-1662	chrX	48086238	48086620	+	0	NA	Intergenic	ERVL47-int|LTR|ERVL	-14771	NM_001190255	57232		NM_001037735	ENSG00000221994	ZNF630	dJ54B20.2	zinc finger protein 630	protein-coding
C16_NA_LUT_Up-1212	chr5	98042325	98042706	+	0	NA	Intergenic	Intergenic	118724	NR_146477	105379098		NR_146477	ENSG00000248901	LINC01846	-	long intergenic non-protein coding RNA 1846	ncRNA
C16_NA_LUT_Up-1195	chr5	83237094	83237539	+	0	NA	intron (NM_022550, intron 6 of 7)	L1MA4|LINE|L1	159769	NM_001318013	7518		NM_003401	ENSG00000152422	XRCC4	SSMED|hXRCC4	X-ray repair cross complementing 4	protein-coding
C16_Up_LUT_Up-362	chr7	36495072	36495343	+	0	NA	Intergenic	L1MA3|LINE|L1	-104850	NM_001100425	23366		NM_015314	ENSG00000164542	MATCAP2	KIAA0895|TMCP2	microtubule associated tyrosine carboxypeptidase 2	protein-coding
C16_Up_LUT_NA-337	chr2	80136299	80137019	+	0	NA	intron (NM_001164883, intron 7 of 16)	intron (NM_001164883, intron 7 of 16)	168093	NM_178839	347730		NM_178839	ENSG00000162951	LRRTM1	-	leucine rich repeat transmembrane neuronal 1	protein-coding
C16_NA_LUT_Up-194	chr11	83047709	83047909	+	0	NA	intron (NM_014488, intron 1 of 5)	intron (NM_014488, intron 1 of 5)	-6211	NR_033347	100379250		NR_033347	ENSG00000207221	SNORA70E	U70E	small nucleolar RNA, H/ACA box 70E	snoRNA
C16_Up_LUT_NA-536	chr5	145946110	145946798	+	0	NA	intron (NM_152550, intron 2 of 9)	intron (NM_152550, intron 2 of 9)	9876	NM_152550	153769		NM_152550	ENSG00000156463	SH3RF2	HEPP1|POSHER|PPP1R39|RNF158	SH3 domain containing ring finger 2	protein-coding
C16_NA_LUT_Up-503	chr17	79776505	79776836	+	0	NA	Intergenic	Intergenic	-1478	NM_005189	84733		NM_005189	ENSG00000173894	CBX2	CDCA6|M33|SRXY5	chromobox 2	protein-coding
C16_Up_LUT_NA-176	chr13	90260034	90260449	+	0	NA	Intergenic	Intergenic	29059	NR_030754	693207		NR_030754	ENSG00000283783	MIR622	MIRN622|hsa-mir-622	microRNA 622	ncRNA
C16_NA_LUT_Down-20	chr17	76614496	76614732	+	0	NA	Intergenic	LTR12C|LTR|ERV1	-28754	NM_006456	10610		NM_006456	ENSG00000070731	ST6GALNAC2	SAITL1|SIAT7|SIAT7B|SIATL1|ST6GalNAII|STHM	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	protein-coding
C16_Up_LUT_NA-394	chr3	149425995	149426616	+	0	NA	Intergenic	Intergenic	-48392	NM_004617	7104		NM_004617	ENSG00000169903	TM4SF4	ILTMP|il-TMP	transmembrane 4 L six family member 4	protein-coding
C16_NA_LUT_Up-376	chr14	49019360	49020177	+	0	NA	Intergenic	Intergenic	566612	NM_001030001	6235		NM_001032	ENSG00000213741	RPS29	DBA13|S29|uS14	ribosomal protein S29	protein-coding
C16_Up_LUT_Up-360	chr7	26809237	26810388	+	0	NA	intron (NM_003930, intron 4 of 12)	L1MA8|LINE|L1	47911	NM_001303468	8935		NM_003930	ENSG00000005020	SKAP2	PRAP|RA70|SAPS|SCAP2|SKAP-HOM|SKAP55R	src kinase associated phosphoprotein 2	protein-coding
C16_NA_LUT_Up-137	chr10	4482749	4483488	+	0	NA	Intergenic	Intergenic	76649	NR_108056	100507059		NR_108054	ENSG00000224382	LINC00703	-	long intergenic non-protein coding RNA 703	ncRNA
C16_NA_LUT_Up-577	chr2	121783213	121783944	+	0	NA	Intergenic	L1MB2|LINE|L1	27927	NM_004622	7247		NM_004622	ENSG00000211460	TSN	BCLF-1|C3PO|RCHF1|REHF-1|TBRBP|TRSLN	translin	protein-coding
C16_Up_LUT_NA-247	chr18	43869781	43869983	+	0	NA	Intergenic	Intergenic	-592392	NM_020783	6860		NM_020783	ENSG00000132872	SYT4	HsT1192	synaptotagmin 4	protein-coding
C16_NA_LUT_Up-216	chr12	113075553	113076199	+	0	NA	intron (NM_004416, intron 2 of 9)	L2a|LINE|L2	19146	NM_004416	1840		NM_004416	ENSG00000135144	DTX1	RNF140|hDx-1	deltex E3 ubiquitin ligase 1	protein-coding
C16_NA_LUT_Up-384	chr14	53741566	53742659	+	0	NA	Intergenic	Intergenic	206372	NR_049843	100847076		NR_049843	ENSG00000266431	MIR5580	-	microRNA 5580	ncRNA
C16_NA_LUT_Up-919	chr4	120435008	120435455	+	0	NA	Intergenic	Intergenic	-368383	NM_002358	4085		NM_002358	ENSG00000164109	MAD2L1	HSMAD2|MAD2	mitotic arrest deficient 2 like 1	protein-coding
C16_Up_LUT_Up-410	chr9	43082298	43082701	+	0	NA	Intergenic	Intergenic	-43667	NR_160669	102724904		NR_160669	ENSG00000291167	LOC102724904	-	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene	pseudo
C16_Up_LUT_NA-184	chr14	34236891	34237371	+	0	NA	Intergenic	L1ME1|LINE|L1	225109	NM_138288	171546		NM_138288	ENSG00000165389	SPTSSA	C14orf147|SPG90A|SPG90B|SSSPTA	serine palmitoyltransferase small subunit A	protein-coding
C16_Up_LUT_NA-501	chr4	81807804	81808489	+	0	NA	Intergenic	Intergenic	-336239	NM_001300735	153020		NM_152545	ENSG00000138670	RASGEF1B	GPIG4	RasGEF domain family member 1B	protein-coding
C16_Up_LUT_NA-435	chr3	87333025	87333867	+	0	NA	Intergenic	MER57F|LTR|ERV1	-56862	NM_000306	5449		NM_000306	ENSG00000064835	POU1F1	CPHD1|GHF-1|PIT1|POU1F1a|Pit-1	POU class 1 homeobox 1	protein-coding
C16_NA_LUT_Up-764	chr3	117705972	117706802	+	0	NA	Intergenic	Intergenic	-15462	NR_146652	105374057		NR_146652	ENSG00000241213	LINC02024	-	long intergenic non-protein coding RNA 2024	ncRNA
C16_NA_LUT_Up-1664	chrX	53739433	53740134	+	0	NA	Intergenic	L1MD1|LINE|L1	-53064	NM_031407	10075		NM_031407	ENSG00000086758	HUWE1	ARF-BP1|HECTH9|HSPC272|Ib772|LASU1|MRXST|MULE|URE-B1|UREB1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	protein-coding
C16_NA_LUT_Up-821	chr3	175605968	175607095	+	0	NA	intron (NM_207015, intron 10 of 13)	intron (NM_207015, intron 10 of 13)	169802	NR_046714	100874245		NR_046714		NAALADL2-AS1	-	NAALADL2 antisense RNA 1	ncRNA
C16_Up_LUT_Up-412	chr9	76451279	76451658	+	0	NA	intron (NM_001097634, intron 1 of 2)	MER92-int|LTR|ERV1	-7684	NM_001097633	2650		NM_001490	ENSG00000187210	GCNT1	C2GNT|C2GNT-L|C2GNT1|C2GlcNAcT|G6NT|NACGT2|NAGCT2	glucosaminyl (N-acetyl) transferase 1	protein-coding
C16_NA_LUT_Up-1481	chr8	17691398	17691605	+	0	NA	intron (NR_156437, intron 6 of 13)	intron (NR_156437, intron 6 of 13)	6236	NM_020749	57509		NM_020749	ENSG00000129422	MTUS1	ATBP|ATIP|ATIP3|ICIS|MP44|MTSG1	microtubule associated scaffold protein 1	protein-coding
C16_NA_LUT_Up-866	chr3	73404163	73404961	+	0	NA	intron (NM_015009, intron 3 of 9)	intron (NM_015009, intron 3 of 9)	29433	NM_001303142	23024		NM_015009	ENSG00000121440	PDZRN3	LNX3|SEMACAP3|SEMCAP3	PDZ domain containing ring finger 3	protein-coding
C16_NA_LUT_Up-1214	chr5	98535960	98536498	+	0	NA	Intergenic	Intergenic	-232403	NM_001366510	285704		NM_173670	ENSG00000174136	RGMB	DRAGON	repulsive guidance molecule BMP co-receptor b	protein-coding
C16_NA_LUT_Up-1071	chr5	120136055	120136390	+	0	NA	Intergenic	LTR16C|LTR|ERVL	-328056	NM_016644	51334		NM_016644	ENSG00000184838	PRR16	DSC54|LARGEN	proline rich 16	protein-coding
C16_NA_LUT_Up-180	chr11	31141734	31142273	+	0	NA	intron (NM_001367979, intron 9 of 38)	intron (NM_001367979, intron 9 of 38)	-149317	NM_020869	341019		NM_020869	ENSG00000170959	DCDC1	DCDC5	doublecortin domain containing 1	protein-coding
C16_Up_LUT_NA-380	chr3	116155919	116156192	+	0	NA	intron (NM_001318915, intron 1 of 8)	intron (NM_001318915, intron 1 of 8)	-203969	NR_109998	101926903		NR_109998	ENSG00000240922	LSAMP-AS1	-	LSAMP antisense RNA 1	ncRNA
C16_NA_LUT_Up-688	chr20	15716345	15716950	+	0	NA	intron (NM_001351661, intron 8 of 17)	intron (NM_001351661, intron 8 of 17)	206667	NR_130925	613266		NR_130924	ENSG00000286546	LOC613266	-	uncharacterized LOC613266	ncRNA
C16_Up_LUT_NA-762	chr9	83130405	83131101	+	0	NA	Intergenic	L2c|LINE|L2	-67611	NM_152573	158158		NM_152573	ENSG00000165105	RASEF	RAB45|TSG	RAS and EF-hand domain containing	protein-coding
C16_NA_LUT_Up-182	chr11	34651435	34651845	+	0	NA	intron (NM_001378054, intron 5 of 7)	intron (NM_001378054, intron 5 of 7)	9268	NM_001378046	26298		NM_012153	ENSG00000135373	EHF	ESE3|ESE3B|ESEJ	ETS homologous factor	protein-coding
C16_NA_LUT_Up-1377	chr7	14328979	14329203	+	0	NA	intron (NM_001350707, intron 23 of 25)	intron (NM_001350707, intron 23 of 25)	-337666	NM_001163148	2115		NM_004956	ENSG00000006468	ETV1	ER81	ETS variant transcription factor 1	protein-coding
C16_NA_LUT_Up-1586	chr9	76266768	76267866	+	0	NA	intron (NM_001372043, intron 24 of 37)	intron (NM_001372043, intron 24 of 37)	127109	NM_018339	55312		NM_018339	ENSG00000135002	RFK	RIFK	riboflavin kinase	protein-coding
C16_NA_LUT_Up-42	chr1	198567809	198568594	+	0	NA	Intergenic	L1PA13|LINE|L1	-27256	NM_001320218	127124		NM_133262	ENSG00000151418	ATP6V1G3	ATP6G3|Vma10	ATPase H+ transporting V1 subunit G3	protein-coding
C16_Up_LUT_NA-760	chr9	78984999	78985580	+	0	NA	Intergenic	Intergenic	160377	NR_109771	101927450		NR_109771	ENSG00000260995	LOC101927450	-	uncharacterized LOC101927450	ncRNA
C16_Up_LUT_NA-208	chr15	95799661	95800362	+	0	NA	Intergenic	Intergenic	327830	NR_158193	105369212		NR_158193		LOC105369212	-	uncharacterized LOC105369212	ncRNA
C16_Up_LUT_Up-97	chr14	42087877	42088261	+	0	NA	Intergenic	UCON1|Unknown|Unknown	481213	NM_001346175	145581		NM_152447	ENSG00000165379	LRFN5	C14orf146|FIGLER8|SALM5	leucine rich repeat and fibronectin type III domain containing 5	protein-coding
C16_Up_LUT_NA-382	chr3	117661061	117661821	+	0	NA	Intergenic	Intergenic	29484	NR_146652	105374057		NR_146652	ENSG00000241213	LINC02024	-	long intergenic non-protein coding RNA 2024	ncRNA
C16_Up_LUT_NA-582	chr5	98049261	98049753	+	0	NA	Intergenic	Intergenic	111732	NR_146477	105379098		NR_146477	ENSG00000248901	LINC01846	-	long intergenic non-protein coding RNA 1846	ncRNA
C16_Up_LUT_NA-69	chr10	65973380	65974539	+	0	NA	intron (NM_013266, intron 16 of 17)	L1PA16|LINE|L1	402534	NR_120647	101928913		NR_120647		LINC01515	-	long intergenic non-protein coding RNA 1515	ncRNA
C16_Up_LUT_Up-295	chr5	127203787	127204080	+	0	NA	Intergenic	L1MB1|LINE|L1	-86831	NM_001308119	84466		NM_032446	ENSG00000145794	MEGF10	CMYP10A|CMYP10B|EMARDD|SR-F3	multiple EGF like domains 10	protein-coding
C16_NA_LUT_Up-1367	chr7	134734431	134734787	+	0	NA	Intergenic	THE1B|LTR|ERVL-MaLR	-45025	NM_033138	800		NM_004342	ENSG00000122786	CALD1	CDM|H-CAD|HCAD|L-CAD|LCAD|NAG22|h-CD	caldesmon 1	protein-coding
C16_Up_LUT_NA-580	chr5	94241083	94241772	+	0	NA	intron (NM_001385712, intron 21 of 21)	intron (NM_001385712, intron 21 of 21)	-129728	NM_001163417	83989		NM_032042	ENSG00000113391	ARB2A	C5orf21|FAM172A|Toupee	ARB2 cotranscriptional regulator A	protein-coding
C16_NA_LUT_Up-1138	chr5	174919190	174919640	+	0	NA	non-coding (NR_046113, exon 3 of 3)	non-coding (NR_046113, exon 3 of 3)	76316	NR_046113	441116		NM_001004348	ENSG00000204754	LINC01951	-	long intergenic non-protein coding RNA 1951	ncRNA
C16_NA_LUT_Up-851	chr3	31889183	31889660	+	0	NA	intron (NM_001174060, intron 1 of 10)	L1MA5A|LINE|L1	-92329	NM_001137674	344787		NM_001137674	ENSG00000197385	ZNF860	-	zinc finger protein 860	protein-coding
